PM,IHD,IHD,IHD,STROKE,STROKE,STROKE,COPD,COPD,COPD,ALRI,ALRI,ALRI,LC,LC,LC,,,,,,,,,
276,1.54521048,1.424463321,2.207677469,2.172029942,1.372404112,2.419728105,1.746975763,1.415884672,2.15898445,2.811887437,1.98931065,3.782923442,2.181307696,1.484101004,2.622178552,,,,,,,,,
277,1.545772032,1.424931963,2.207712344,2.172148122,1.372912706,2.419738717,1.74880488,1.417275106,2.161539979,2.813112024,1.990969664,3.787830861,2.184486499,1.485894168,2.626006367,,,,,,,,,
278,1.54633191,1.425399331,2.207772451,2.172264207,1.37342005,2.419748914,1.750745009,1.418664959,2.164091366,2.815036132,1.992621499,3.793050927,2.187662067,1.487687303,2.629829055,,,,,,,,,
279,1.546890124,1.425867848,2.208466996,2.172378232,1.373926153,2.419758714,1.752693373,1.420054232,2.166638633,2.816144147,1.994266191,3.798503898,2.190834415,1.489480409,2.633646641,,,,,,,,,
280,1.547446686,1.426335137,2.209155448,2.172381134,1.374431022,2.41976813,1.754678803,1.421442926,2.169504253,2.818291435,1.995903778,3.802442547,2.194003557,1.491273485,2.63745915,,,,,,,,,
281,1.548001604,1.426801169,2.209837866,2.172381134,1.374934663,2.419777178,1.756671991,1.422831043,2.172510094,2.820925279,1.997534295,3.80730653,2.197169509,1.493066532,2.641266608,,,,,,,,,
282,1.548554891,1.427265952,2.210514308,2.172381134,1.375437085,2.41978587,1.758662982,1.424218585,2.175512025,2.822642219,1.999157778,3.812088328,2.200332285,1.494859548,2.645069039,,,,,,,,,
283,1.549106555,1.427729495,2.211184833,2.172381134,1.375938294,2.419794222,1.760605122,1.425605554,2.178510061,2.824330869,2.000774265,3.813543848,2.2034919,1.496652535,2.648866468,,,,,,,,,
284,1.549656608,1.428191805,2.211559092,2.172722774,1.376438297,2.419802246,1.762436721,1.426991952,2.181504218,2.825815149,2.002383789,3.814052143,2.206648367,1.498445491,2.65265892,,,,,,,,,
285,1.550205059,1.428652889,2.211861529,2.173024517,1.376937102,2.419809954,1.764336343,1.428377779,2.18449451,2.827078927,2.003986387,3.814547304,2.209801701,1.500238417,2.656446418,,,,,,,,,
286,1.550751918,1.429112755,2.212152379,2.173024517,1.377518785,2.419817358,1.766118463,1.429763039,2.187480954,2.829328311,2.005582094,3.814944903,2.212951916,1.502031312,2.660228988,,,,,,,,,
287,1.551297195,1.429587148,2.21243935,2.173024517,1.378103102,2.419824471,1.767862117,1.431147732,2.190463563,2.831105588,2.007170945,3.815320359,2.216099026,1.503824177,2.664006653,,,,,,,,,
288,1.5518409,1.43008862,2.212543811,2.173024517,1.378687237,2.419831303,1.769603446,1.43253186,2.193442353,2.833224047,2.008752974,3.815684096,2.219243045,1.505617012,2.667779436,,,,,,,,,
289,1.552383042,1.430588783,2.212638152,2.173024517,1.379273093,2.419837865,1.771400083,1.433915426,2.196417338,2.835265758,2.010328216,3.816664166,2.222383987,1.507409815,2.671547361,,,,,,,,,
290,1.552928791,1.431087644,2.212730714,2.173134978,1.379857668,2.419844168,1.773227408,1.435298429,2.199388534,2.836727106,2.011896705,3.818273595,2.225521865,1.509202587,2.675310452,,,,,,,,,
291,1.55348345,1.43158521,2.212821528,2.173262744,1.380440968,2.419850221,1.774993628,1.436680873,2.202355954,2.837867645,2.013458476,3.819857175,2.228656693,1.510995329,2.67906873,,,,,,,,,
292,1.55403654,1.432081489,2.21291063,2.173344738,1.38107766,2.419856034,1.776757619,1.438062759,2.205319614,2.840092754,2.015013562,3.821415268,2.231854712,1.512788039,2.682822221,,,,,,,,,
293,1.554588069,1.43257649,2.212997912,2.173344739,1.381726017,2.419861616,1.778519391,1.439444088,2.208279528,2.841956237,2.016561997,3.822948234,2.235087816,1.514580717,2.686570945,,,,,,,,,
294,1.555138048,1.433070571,2.213078964,2.173423362,1.382372912,2.419866977,1.780278953,1.440824862,2.211235709,2.843063554,2.018103815,3.824456426,2.238318057,1.516373364,2.690331488,,,,,,,,,
295,1.555635074,1.433564743,2.213158449,2.173599184,1.383018353,2.419872124,1.782036317,1.442205083,2.214181271,2.844158261,2.019639048,3.826804769,2.241545447,1.51816598,2.694185027,,,,,,,,,
296,1.556135082,1.434057656,2.213236396,2.173709771,1.383662345,2.419877067,1.783791491,1.443584752,2.217116402,2.846134419,2.021117415,3.83271954,2.244769999,1.519958563,2.698033949,,,,,,,,,
297,1.556621198,1.434549314,2.213312836,2.173709771,1.384304896,2.419881812,1.785544486,1.44496387,2.220012487,2.847946855,2.022478279,3.836365783,2.247991724,1.521751115,2.701878274,,,,,,,,,
298,1.557103591,1.435003341,2.213387798,2.173709771,1.384946014,2.419886369,1.787272256,1.44634244,2.222253893,2.849048801,2.023834567,3.837198594,2.251210635,1.523543635,2.705718023,,,,,,,,,
299,1.557584638,1.435445996,2.21346131,2.173709771,1.385585704,2.419890743,1.788916546,1.447720463,2.224491579,2.850621879,2.025186302,3.838017238,2.254426743,1.525336122,2.709553218,,,,,,,,,
300,1.558064346,1.435887537,2.213533401,2.173709771,1.386223975,2.419894942,1.790558631,1.44909794,2.226725564,2.853313015,2.026548765,3.838821966,2.257602281,1.527128577,2.713383878,,,,,,,,,
301,1.558542724,1.43634235,2.213604098,2.173709771,1.386860832,2.419898973,1.792292528,1.450474873,2.228955865,2.855409223,2.027909544,3.839613024,2.260687742,1.528921,2.717210025,,,,,,,,,
302,1.55901978,1.436848204,2.213673428,2.173709771,1.387496283,2.419902528,1.794028714,1.451851263,2.231182502,2.857462327,2.029265834,3.840390656,2.263770275,1.53071339,2.721031679,,,,,,,,,
303,1.559495521,1.437352827,2.213741418,2.174070891,1.388130334,2.419902628,1.795762759,1.453227113,2.23340549,2.859285351,2.030617658,3.841155102,2.266849894,1.532505747,2.72484886,,,,,,,,,
304,1.559969956,1.437856226,2.213808093,2.174123514,1.388762991,2.419902723,1.797494673,1.454602422,2.235624849,2.861307199,2.03196504,3.842870342,2.26992661,1.534298072,2.728661588,,,,,,,,,
305,1.560443092,1.438358408,2.21387348,2.174273825,1.389394262,2.419902815,1.799224464,1.455977194,2.23783844,2.863314503,2.033308003,3.844740749,2.273000435,1.536090363,2.732469882,,,,,,,,,
306,1.560914936,1.438859379,2.213937603,2.174617096,1.390024154,2.419902902,1.800952142,1.457351429,2.240037079,2.865298566,2.03464657,3.846530722,2.276071383,1.537882622,2.736219605,,,,,,,,,
307,1.561385498,1.439359147,2.214000486,2.174719444,1.390652671,2.419902986,1.802677716,1.458725128,2.24222282,2.866328619,2.035980763,3.848298147,2.279139464,1.539674847,2.739873774,,,,,,,,,
308,1.561854783,1.439857717,2.214292505,2.174719444,1.391279822,2.419903067,1.804401196,1.460098294,2.244405001,2.867086434,2.037310606,3.850043277,2.282204692,1.54146704,2.743523466,,,,,,,,,
309,1.562342816,1.44033972,2.214729261,2.174719444,1.391905611,2.419903144,1.80612259,1.461424719,2.246583639,2.867836288,2.038636121,3.851766363,2.285267078,1.543259198,2.747168702,,,,,,,,,
310,1.562861448,1.440813993,2.215161382,2.174993592,1.392530047,2.419903218,1.807927982,1.462630647,2.248758752,2.868578273,2.03995733,3.853467655,2.288326634,1.545051323,2.750921475,,,,,,,,,
311,1.563378691,1.44124918,2.215288214,2.175485354,1.393153134,2.419903289,1.809841669,1.463835709,2.250930355,2.869764807,2.0419454,3.855147398,2.291383372,1.546843415,2.754692677,,,,,,,,,
312,1.563894552,1.441677029,2.215629725,2.175730317,1.39377488,2.419903356,1.811753439,1.465039908,2.253098465,2.870948157,2.044255194,3.856805836,2.294437303,1.548635472,2.758459585,,,,,,,,,
313,1.56440904,1.442103831,2.216126395,2.175846872,1.394395289,2.419903421,1.8136633,1.466243248,2.255263099,2.871325004,2.046363362,3.858443212,2.297488439,1.550427496,2.762222218,,,,,,,,,
314,1.564922163,1.442529592,2.216618947,2.175961617,1.39501437,2.419903484,1.815571258,1.467445731,2.257424273,2.871694845,2.04777122,3.860059764,2.300536792,1.552219486,2.765980595,,,,,,,,,
315,1.565420249,1.442954318,2.217107421,2.176074578,1.395632127,2.419903543,1.817477322,1.468649609,2.259582004,2.872057805,2.049173091,3.861655731,2.303645023,1.554011441,2.769734735,,,,,,,,,
316,1.565905721,1.443378014,2.217591853,2.176185782,1.396248567,2.419903601,1.819381498,1.469854939,2.261736307,2.873211685,2.050569004,3.863231346,2.306832121,1.555803363,2.773484655,,,,,,,,,
317,1.566359676,1.443800686,2.21807228,2.176295255,1.396863695,2.419903655,1.821283793,1.471059429,2.263887198,2.873619483,2.051958988,3.864786844,2.310016678,1.55759525,2.777230374,,,,,,,,,
318,1.566856069,1.444222339,2.218530388,2.176379589,1.397477518,2.419903708,1.823172793,1.472263085,2.266034694,2.875894503,2.053343073,3.866322454,2.313198705,1.559387102,2.780971909,,,,,,,,,
319,1.567363194,1.44464298,2.218933711,2.176379589,1.398090042,2.419903758,1.824920541,1.473465909,2.26817881,2.878186916,2.054721286,3.867838406,2.316378212,1.56117892,2.784709279,,,,,,,,,
320,1.56786899,1.445062614,2.219332808,2.176379589,1.398701272,2.419903807,1.82666628,1.474667903,2.270319561,2.879580893,2.056093658,3.870698836,2.319555207,1.562970704,2.788442502,,,,,,,,,
321,1.568373465,1.445481246,2.219727723,2.176379589,1.399311215,2.419903853,1.828410019,1.475869071,2.272456963,2.880664669,2.057460215,3.873645412,2.322729702,1.564762452,2.792171594,,,,,,,,,
322,1.568876626,1.445898881,2.220118503,2.176379589,1.399919875,2.419903897,1.830151764,1.477069415,2.274591031,2.881738439,2.058820987,3.876568268,2.325901706,1.566554166,2.795896574,,,,,,,,,
323,1.569347767,1.446315526,2.220501414,2.176379589,1.400527259,2.41990394,1.831891525,1.47826894,2.276721781,2.882684336,2.060176002,3.879467571,2.329071228,1.568345844,2.799617459,,,,,,,,,
324,1.569849277,1.446731185,2.22073503,2.176379589,1.401133373,2.41990398,1.833629309,1.479467647,2.278849228,2.883482953,2.061525288,3.882343486,2.332204609,1.570137487,2.803334266,,,,,,,,,
325,1.570356003,1.447145863,2.220740302,2.176379589,1.401738222,2.419904019,1.835365124,1.480665539,2.280973386,2.884442082,2.062868872,3.885196181,2.335235756,1.571929095,2.807047012,,,,,,,,,
326,1.570861413,1.447559567,2.22074465,2.176379589,1.402341812,2.419904057,1.837098978,1.48186262,2.283094271,2.885393593,2.064206783,3.888025818,2.338264266,1.573720668,2.810755714,,,,,,,,,
327,1.571365515,1.4479723,2.22074894,2.176379589,1.402944148,2.419904092,1.838942811,1.483058892,2.285211898,2.886337551,2.065539047,3.890832562,2.341290152,1.575512206,2.814460389,,,,,,,,,
328,1.571868395,1.448384069,2.220753175,2.176379589,1.403545236,2.419904127,1.84079236,1.484254358,2.28732628,2.88823568,2.066865693,3.893615397,2.344313422,1.577303707,2.818161054,,,,,,,,,
329,1.572362556,1.448794879,2.220757353,2.176379589,1.404145082,2.41990416,1.842486188,1.485449021,2.289437432,2.890228836,2.068186746,3.896366477,2.347334088,1.579095173,2.821857725,,,,,,,,,
330,1.572855459,1.449204733,2.220761477,2.176443588,1.40474369,2.419904191,1.844270748,1.486642883,2.29154537,2.892056379,2.069502235,3.89909529,2.35035216,1.580886604,2.825550419,,,,,,,,,
331,1.57334711,1.449613639,2.220765548,2.17652637,1.405341067,2.419904221,1.846280855,1.487835949,2.293650107,2.893804236,2.070812186,3.901801995,2.353367647,1.582677998,2.829239153,,,,,,,,,
332,1.573837517,1.4500216,2.220769564,2.176559879,1.405879792,2.41990425,1.848172532,1.489028219,2.295751657,2.895540925,2.072116626,3.904325496,2.35638056,1.584469356,2.832923942,,,,,,,,,
333,1.574326686,1.450428621,2.220773529,2.176559879,1.406317494,2.419904278,1.850013102,1.490219697,2.297850035,2.897266523,2.073415581,3.904619394,2.359390909,1.586260679,2.836604802,,,,,,,,,
334,1.574751523,1.450834707,2.220777441,2.176559879,1.406754255,2.419904304,1.851851897,1.491410386,2.299945255,2.898981111,2.074709642,3.904869501,2.362398703,1.588051965,2.84028175,,,,,,,,,
335,1.575163977,1.451239864,2.220781303,2.176559879,1.407190081,2.41990433,1.853688922,1.492600289,2.30203733,2.900189115,2.075373892,3.905113523,2.365403953,1.589843215,2.843954802,,,,,,,,,
336,1.575575405,1.451644096,2.220785113,2.176559879,1.407624976,2.419904354,1.855524185,1.493789407,2.304259778,2.901953664,2.075418932,3.905351596,2.368406668,1.591634428,2.847623973,,,,,,,,,
337,1.575986414,1.452047408,2.220788875,2.176559879,1.408058944,2.419904377,1.857357691,1.494977745,2.306264227,2.903248352,2.075463698,3.905583855,2.371406858,1.593425605,2.851289279,,,,,,,,,
338,1.576418812,1.452449804,2.220874979,2.176559879,1.40849199,2.4199044,1.859189446,1.496165304,2.308319887,2.904043289,2.075985781,3.905810434,2.374404533,1.595216746,2.854950736,,,,,,,,,
339,1.576850149,1.45285129,2.221113869,2.176559879,1.40892412,2.419904421,1.861019459,1.497352087,2.310533254,2.904828773,2.077488999,3.906031462,2.377478565,1.597007849,2.858608358,,,,,,,,,
340,1.577280429,1.453251869,2.221350473,2.176559879,1.409355336,2.419904442,1.862847733,1.498538096,2.312831192,2.905460083,2.079012824,3.908533348,2.380566774,1.598798916,2.862262162,,,,,,,,,
341,1.577709658,1.453651547,2.221584814,2.176589352,1.409785644,2.419904461,1.864674277,1.499723335,2.315125977,2.905785021,2.080533807,3.911372359,2.383644224,1.600589946,2.865912163,,,,,,,,,
342,1.578137842,1.454050329,2.221816916,2.176938853,1.410215049,2.41990448,1.866450241,1.500907855,2.317417622,2.906296573,2.082051962,3.911999009,2.386713703,1.602380939,2.869558376,,,,,,,,,
343,1.578564986,1.454448218,2.222046803,2.177183597,1.410643554,2.419904498,1.868079382,1.502092237,2.319706137,2.908051034,2.083567301,3.912615598,2.389714914,1.604171895,2.873200815,,,,,,,,,
344,1.579029214,1.454845219,2.222274497,2.177183597,1.411071164,2.419904516,1.869706691,1.503275857,2.321991537,2.90960731,2.085080622,3.913143598,2.392655015,1.605962814,2.876839496,,,,,,,,,
345,1.579531279,1.455241338,2.222500021,2.177183597,1.411497883,2.419904532,1.871332176,1.504458718,2.324273833,2.910886439,2.086600895,3.913643613,2.395592613,1.607753695,2.880474434,,,,,,,,,
346,1.580032126,1.455636577,2.222723398,2.177183597,1.411923716,2.419904548,1.872955844,1.505640822,2.326553038,2.912377315,2.0881184,3.914134452,2.398527717,1.60954454,2.884105643,,,,,,,,,
347,1.580531763,1.456030942,2.222944649,2.177183597,1.412348667,2.419904563,1.874577701,1.506822173,2.328829164,2.914927403,2.089633149,3.914616269,2.401460336,1.611335346,2.887732837,,,,,,,,,
348,1.581030195,1.456424437,2.223163798,2.177346877,1.41277274,2.419904578,1.876197755,1.508002771,2.331102222,2.917492693,2.091145155,3.915089217,2.40439048,1.613126115,2.891354299,,,,,,,,,
349,1.581527427,1.456817067,2.223380864,2.177654684,1.413195939,2.419904592,1.877816012,1.50918262,2.333372226,2.91940484,2.092654429,3.915553448,2.407318158,1.614916847,2.894972073,,,,,,,,,
350,1.582023467,1.457208835,2.223595871,2.177864228,1.413618269,2.419904605,1.87943248,1.510361723,2.335639187,2.921290258,2.094160982,3.916009109,2.410243379,1.61670754,2.898586176,,,,,,,,,
351,1.58251832,1.457599746,2.223808839,2.177864228,1.414039734,2.419904618,1.881047165,1.511540081,2.337903116,2.923799249,2.095664827,3.916456346,2.413166153,1.618498196,2.902196621,,,,,,,,,
352,1.583011991,1.457989805,2.224019789,2.177864228,1.414460337,2.41990463,1.882660075,1.512717697,2.340164027,2.924989935,2.097165974,3.916895303,2.416113131,1.620288814,2.905803422,,,,,,,,,
353,1.583504488,1.458379014,2.224228743,2.177864228,1.414880084,2.419904642,1.884271216,1.513894574,2.342421929,2.926899246,2.098378419,3.917411788,2.419074192,1.622079394,2.909406594,,,,,,,,,
354,1.583995815,1.45876738,2.224435719,2.177864228,1.415298977,2.419904653,1.885880595,1.515070714,2.344676836,2.928641881,2.099578698,3.92103481,2.422032883,1.623869936,2.91300615,,,,,,,,,
355,1.584485978,1.459154905,2.22464074,2.177864228,1.415717021,2.419904664,1.887455883,1.516246119,2.346928757,2.929527882,2.10077405,3.921064157,2.424989214,1.62566044,2.916602104,,,,,,,,,
356,1.584974983,1.459541594,2.224843824,2.177864228,1.41613422,2.419904674,1.888955616,1.517420791,2.349177706,2.929972508,2.101964498,3.921067895,2.427943193,1.627450905,2.92019447,,,,,,,,,
357,1.585462837,1.459927451,2.225044992,2.177864228,1.416550578,2.419904684,1.890450622,1.518594734,2.351423694,2.931404641,2.103150065,3.921071481,2.430894828,1.629241332,2.923783261,,,,,,,,,
358,1.585949544,1.46031248,2.225244263,2.177864228,1.416966099,2.419992047,1.892033639,1.519767949,2.353666731,2.932090241,2.104330775,3.922720439,2.433844127,1.63103172,2.927368492,,,,,,,,,
359,1.586435109,1.460696686,2.225441657,2.177864228,1.417380787,2.419999859,1.893677949,1.520940438,2.355906828,2.933256446,2.10550665,3.92292239,2.4367911,1.63282207,2.930950176,,,,,,,,,
360,1.58691954,1.461080071,2.225637193,2.177866346,1.417838379,2.420000196,1.895320561,1.522112205,2.358143998,2.933777489,2.106677712,3.923121187,2.439735755,1.634612382,2.934528325,,,,,,,,,
361,1.587402841,1.46146264,2.22583089,2.178066214,1.41834274,2.420000518,1.896961482,1.52328325,2.360378251,2.934068517,2.108007859,3.927223084,2.442678099,1.636402654,2.938100251,,,,,,,,,
362,1.587885017,1.461844397,2.226022766,2.178066222,1.418846201,2.420000826,1.898609488,1.524527844,2.362609599,2.934972255,2.10952487,3.931912149,2.445618141,1.638192888,2.941596165,,,,,,,,,
363,1.588366074,1.462225346,2.226212841,2.178066229,1.419348768,2.420001122,1.900319263,1.525870871,2.364838051,2.935848931,2.111038913,3.936585671,2.44855589,1.639983083,2.945088534,,,,,,,,,
364,1.588846018,1.462605491,2.226401131,2.178066236,1.419850443,2.420001405,1.902138285,1.527213477,2.367063619,2.936433201,2.112549999,3.941217641,2.451491352,1.641773238,2.948577373,,,,,,,,,
365,1.589324854,1.462984835,2.226534059,2.178140365,1.420351231,2.420001676,1.903802146,1.528555663,2.369286315,2.936712651,2.114058139,3.945759586,2.454398328,1.643563355,2.952062695,,,,,,,,,
366,1.589802586,1.463363382,2.226639074,2.178284089,1.420851136,2.420001935,1.90546434,1.529901076,2.371506147,2.936987433,2.115563346,3.950098066,2.457270452,1.645353433,2.955688152,,,,,,,,,
367,1.590279221,1.463741137,2.226742747,2.178284095,1.42135016,2.420002183,1.907124873,1.531246314,2.373723128,2.937257621,2.11706563,3.950507413,2.460140242,1.647143471,2.95935651,,,,,,,,,
368,1.590754764,1.464118102,2.226844738,2.1782841,1.421848309,2.420002421,1.908783749,1.532591142,2.375937268,2.93761219,2.118565003,3.950910298,2.463007705,1.64893347,2.963021459,,,,,,,,,
369,1.59122922,1.464494283,2.226941235,2.178284106,1.422345585,2.420002649,1.910440976,1.53393556,2.378148577,2.938307047,2.120061476,3.951306838,2.465898574,1.65072343,2.966593123,,,,,,,,,
370,1.591702593,1.464869681,2.227036484,2.178334028,1.422841993,2.420002866,1.912096558,1.535279568,2.380357066,2.93876122,2.12155506,3.952646314,2.468853091,1.65251335,2.970141531,,,,,,,,,
371,1.59217489,1.465244301,2.227130416,2.178385127,1.423337536,2.420003075,1.913683404,1.536623168,2.382562745,2.939324877,2.123045766,3.955598614,2.4718054,1.65430323,2.973686547,,,,,,,,,
372,1.592646115,1.465618148,2.227226605,2.178435526,1.423832218,2.420003274,1.915217088,1.537966359,2.384765624,2.94065348,2.124533606,3.958532766,2.474755507,1.656093071,2.977228186,,,,,,,,,
373,1.593116273,1.465991223,2.227326218,2.178485234,1.424326042,2.420003466,1.916749099,1.539309144,2.386965714,2.941586005,2.126018591,3.961448868,2.477720045,1.657882873,2.980921215,,,,,,,,,
374,1.59358537,1.466363531,2.227424582,2.178534259,1.424819012,2.420003648,1.918279445,1.540651522,2.389163025,2.942126925,2.12750073,3.964347017,2.480695312,1.659672634,2.984644832,,,,,,,,,
375,1.594053409,1.466735076,2.227524544,2.178582613,1.425311131,2.420003823,1.919808131,1.541993495,2.391357568,2.942722709,2.128980036,3.967227309,2.483632866,1.661462355,2.988365201,,,,,,,,,
376,1.594503042,1.467105861,2.227684811,2.178630303,1.425802404,2.420003991,1.921335163,1.543335063,2.393549351,2.943627662,2.130456518,3.970089842,2.486541517,1.663252037,2.992082335,,,,,,,,,
377,1.594939453,1.467475889,2.227840415,2.178648283,1.426292833,2.420004151,1.922860548,1.544676226,2.395738385,2.945285508,2.131930188,3.972934709,2.489447983,1.665041678,2.995796243,,,,,,,,,
378,1.595374877,1.467845164,2.227993792,2.178648283,1.426782423,2.420004305,1.924384292,1.546016987,2.397924681,2.946392398,2.133401057,3.975762008,2.492352273,1.666831279,2.999506937,,,,,,,,,
379,1.59580932,1.468213689,2.228145533,2.178648283,1.427271176,2.420004451,1.925906399,1.547357344,2.400108247,2.9471153,2.134869134,3.978571834,2.495254393,1.66862084,3.003147419,,,,,,,,,
380,1.596242787,1.468581469,2.228295655,2.178648283,1.427759096,2.420004592,1.927426639,1.5486973,2.402289094,2.947832008,2.13633443,3.981348964,2.49815435,1.670410361,3.006777248,,,,,,,,,
381,1.596675281,1.468948505,2.228444176,2.178648283,1.428246187,2.420004726,1.92893499,1.549990951,2.404467232,2.948542579,2.137796956,3.984059644,2.501052153,1.672199842,3.010401542,,,,,,,,,
382,1.597106807,1.469314803,2.228591115,2.178648283,1.428732451,2.420004855,1.930441735,1.551097155,2.406642669,2.949150815,2.139256722,3.986753116,2.503947808,1.673989282,3.014020387,,,,,,,,,
383,1.59753737,1.469680364,2.228736488,2.178648283,1.429217893,2.420004978,1.93194688,1.552202627,2.408815417,2.94932178,2.140713738,3.989429475,2.506828175,1.675778681,3.017573557,,,,,,,,,
384,1.597966974,1.470045193,2.228879394,2.178648283,1.429702516,2.420005096,1.93345043,1.553307371,2.410985484,2.949886261,2.142168015,3.992088817,2.509695804,1.67756804,3.021090019,,,,,,,,,
385,1.598395624,1.470409292,2.229019494,2.178648283,1.430186323,2.420005208,1.934985391,1.554411389,2.41315288,2.950513751,2.143619563,3.994731237,2.512561284,1.679357358,3.024603252,,,,,,,,,
386,1.598863851,1.470772665,2.229158094,2.178648283,1.430669317,2.420005316,1.936628226,1.5555238,2.415317614,2.952465523,2.145068391,3.997356828,2.515424622,1.681146635,3.028113266,,,,,,,,,
387,1.599333695,1.471135316,2.229295211,2.178648283,1.431151501,2.420005419,1.938269559,1.556827424,2.417479695,2.953196397,2.146514511,3.999965684,2.518285825,1.682935872,3.031620072,,,,,,,,,
388,1.599802536,1.471497247,2.229430862,2.178648283,1.43163288,2.420005518,1.93976334,1.558130607,2.419639134,2.954638843,2.147968857,4.002557901,2.5211449,1.684725067,3.035123682,,,,,,,,,
389,1.6002135,1.471858462,2.229565062,2.178648283,1.432113456,2.420005612,1.941245312,1.55943335,2.421795939,2.9562919,2.149423635,4.005133569,2.524001855,1.686514222,3.038624108,,,,,,,,,
390,1.60059069,1.472218964,2.229697829,2.178648283,1.432593232,2.420005702,1.942725722,1.560735655,2.42395012,2.957277045,2.150875782,4.007692783,2.526856696,1.688303336,3.042121359,,,,,,,,,
391,1.600967064,1.472578756,2.229829177,2.178648283,1.433072211,2.420005789,1.944266857,1.562037521,2.426101685,2.958023981,2.152325308,4.010235635,2.52970943,1.690092408,3.045615447,,,,,,,,,
392,1.601369819,1.472937841,2.229959123,2.178648283,1.433550398,2.420005871,1.945960372,1.563338951,2.428250645,2.958764455,2.153772223,4.012744396,2.532560064,1.691881439,3.049106383,,,,,,,,,
393,1.60179099,1.473296223,2.230087681,2.178648283,1.434027795,2.42000595,1.947617812,1.564639945,2.430397007,2.959524614,2.155216534,4.015230693,2.535408606,1.693670429,3.052594177,,,,,,,,,
394,1.602211246,1.473653904,2.230214869,2.178648283,1.434504404,2.420006026,1.949076272,1.565940504,2.432540781,2.961034022,2.156658253,4.017686484,2.538255062,1.695459378,3.056078841,,,,,,,,,
395,1.60263059,1.474010888,2.230340699,2.178648283,1.43498023,2.420006098,1.950532266,1.567240629,2.434681975,2.962535902,2.158097388,4.020126571,2.541099439,1.697248285,3.059560385,,,,,,,,,
396,1.60308909,1.474367177,2.230465188,2.178648283,1.435455275,2.420006167,1.951986718,1.56854032,2.4368206,2.963252103,2.159533949,4.022551042,2.543941744,1.699037151,3.06303882,,,,,,,,,
397,1.603563258,1.474722775,2.230588351,2.178648283,1.435929543,2.420006233,1.953439634,1.56983958,2.438956663,2.963993924,2.160967945,4.024959987,2.546781983,1.700825975,3.066514156,,,,,,,,,
398,1.604036427,1.475077685,2.230710201,2.178648283,1.436403037,2.420006296,1.954891018,1.571138408,2.441090173,2.964768767,2.162399385,4.027353493,2.549620164,1.702614757,3.069986404,,,,,,,,,
399,1.604508601,1.47543191,2.230770534,2.178648283,1.436875758,2.420006357,1.956340877,1.572436805,2.443221139,2.964866603,2.163828277,4.029731649,2.552456292,1.704403498,3.073455574,,,,,,,,,
400,1.604979784,1.475785452,2.230829163,2.178648283,1.437347712,2.420006415,1.957789215,1.573734773,2.44534957,2.965535589,2.164188562,4.032094542,2.555290376,1.706192197,3.076921677,,,,,,,,,
401,1.605449981,1.476138315,2.230887067,2.178648283,1.4378189,2.42000647,1.959236039,1.575032313,2.447475474,2.966296649,2.164227691,4.034442258,2.55812242,1.707980854,3.080384723,,,,,,,,,
402,1.605919196,1.476490502,2.230944257,2.178648283,1.438289326,2.420006523,1.960681352,1.576329424,2.449598861,2.966590998,2.164266766,4.034732969,2.560952432,1.70976947,3.083844722,,,,,,,,,
403,1.606400692,1.476842016,2.231000741,2.178648283,1.438758992,2.420006573,1.962125162,1.577626109,2.451719737,2.966881487,2.164305785,4.035958234,2.563780419,1.711558043,3.087301684,,,,,,,,,
404,1.606882321,1.477192858,2.231056528,2.178648284,1.439227902,2.420006622,1.963567472,1.578922368,2.453838113,2.96774384,2.16434475,4.038377019,2.566606387,1.713346574,3.09075562,,,,,,,,,
405,1.607304112,1.477543034,2.231111627,2.178648284,1.439696058,2.420006668,1.965008289,1.580218201,2.455953996,2.969291421,2.164522746,4.040753056,2.569430342,1.715135063,3.094206447,,,,,,,,,
406,1.607717997,1.477892544,2.231166048,2.178648284,1.440163463,2.420006712,1.966447616,1.581513611,2.458067394,2.970131562,2.166038152,4.042103768,2.57225229,1.71692351,3.097650242,,,,,,,,,
407,1.608131007,1.478241392,2.231219798,2.178648284,1.440630121,2.420006754,1.968055263,1.582808597,2.460178317,2.970395586,2.167551453,4.042717237,2.575072239,1.718711915,3.101091038,,,,,,,,,
408,1.608543146,1.478589582,2.231272887,2.178648284,1.441096034,2.420006794,1.969761306,1.58410316,2.462286772,2.971210529,2.169062655,4.043322388,2.577890194,1.720500277,3.104528847,,,,,,,,,
409,1.608954419,1.478937115,2.231325322,2.178648284,1.441561205,2.420006833,1.97151363,1.585397302,2.464392768,2.971347864,2.170571767,4.043919327,2.580706163,1.722288597,3.107963677,,,,,,,,,
410,1.609364828,1.479283995,2.231377112,2.178648284,1.442025637,2.42000687,1.973084941,1.586580057,2.466496312,2.972180572,2.172078794,4.044508161,2.583611343,1.724076874,3.111395538,,,,,,,,,
411,1.609774377,1.479630223,2.231428265,2.178648284,1.442489333,2.420006905,1.974706797,1.587689191,2.468597413,2.973248673,2.173583744,4.045088993,2.586522589,1.725865109,3.114824442,,,,,,,,,
412,1.610183071,1.479975804,2.23147879,2.178648284,1.442952295,2.420006939,1.976366233,1.588797662,2.470696079,2.973765186,2.175086624,4.045651414,2.589431961,1.727653301,3.118250396,,,,,,,,,
