COUNTRY	AUT	CHE	BLX	ESP	FIN	FRA	GBR	GRC	ITA	RFA	SWE	TUR	NOR	BGR	HUN	POL	RCEU	RCZ	ROM	MEME	NOA	EGY	GOLF	WAF	EAF	SAF	RSA	KAZ	RIS	RUS	RUE	UKR	COR	JPN	AUS	NZL	PAC	MON	CHN	TWN	RSAS	NDE	IDN	THA	MYS	PHL	VNM	RSEA	CAN	USA	BRA	MEX	RCAM	CHL	ARG	RSAM	Ship	Air	Ocean	ARCTIC_LAND	ARCTIC_SEA
PAC	-9.462E-08	-9.924E-08	-7.241E-08	-1.041E-07	-7.611E-08	-7.356E-08	-1.356E-07	-1.182E-07	-0.000000121	-1.032E-07	-1.254E-07	-1.381E-07	-1.536E-07	-9.832E-08	-8.976E-08	-8.374E-08	-1.034E-07	-8.745E-08	-9.438E-08	-1.742E-07	-1.425E-07	-1.765E-07	-2.452E-07	-0.000000266	-8.744E-07	-0.000001559	-0.000002008	-1.212E-07	-0.000000217	-8.05E-08	-8.05E-08	-7.773E-08	-2.383E-08	-2.614E-08	-0.000002869	-0.000002799	-0.0003007	-6.13E-08	-1.356E-07	-1.339E-07	-3.146E-07	-4.141E-07	-0.00002262	-6.894E-07	-0.000006223	-0.000005991	-8.351E-07	-4.858E-07	-7.403E-08	-1.073E-07	-0.000002186	-3.748E-07	-6.316E-07	-0.000002498	-0.000001837	-8.536E-07	0	0	0	0.000029	0.0000297
MON	-0.0000825	-0.0000818	-0.000137	-0.000115	-0.00015	-0.0000987	-0.00016	-0.0000973	-0.000088	-0.000107	-0.000158	-0.0000785	-0.000177	-0.0000907	-0.0000834	-0.000116	-0.0000885	-0.0000901	-0.0000949	-0.0000644	-0.000096	-0.0000815	-0.0000371	-0.0000119	-0.0000033	0.0000003	0.0000001	-0.000109	-0.0000678	-0.000117	-0.000339	-0.000113	-0.00342	-0.00168	-0.0000017	-0.0000007	-0.0000043	-0.00589	-0.00173	-0.00125	-0.000031	-0.0000193	-0.0000049	-0.000167	-0.0000445	-0.000182	-0.000288	-0.000127	-0.000198	-0.000164	-0.0000001	-0.000061	-0.0000497	-0.0000007	-0.0000001	-0.0000046	0	0	0	-0.00111	-0.000941
CHN	-0.00203	-0.00217	-0.0029	-0.00285	-0.00284	-0.00268	-0.00337	-0.00228	-0.00219	-0.00244	-0.00302	-0.00211	-0.00336	-0.00206	-0.00196	-0.00246	-0.00202	-0.00213	-0.00206	-0.00198	-0.00219	-0.00221	-0.00158	-0.000541	-0.000336	-0.0000461	-0.0000349	-0.00347	-0.00219	-0.00226	-0.00466	-0.00226	-0.0399	-0.0232	-0.0000291	-0.0000365	-0.000316	-0.0442	-0.0694	-0.038	-0.0022	-0.00178	-0.000634	-0.0168	-0.00395	-0.00654	-0.0269	-0.0137	-0.00362	-0.00379	-0.0000388	-0.00227	-0.00183	-0.0000327	-0.000027	-0.000188	0	0	0	0.0326	0.0333
TWN	-0.0000286	-0.0000283	-0.0000473	-0.00012	-0.0000449	-0.0000935	-0.000071	-0.0000439	-0.0000575	-0.0000315	-0.0000406	-0.0000473	-0.0000389	-0.0000424	-0.0000305	-0.0000424	-0.0000423	-0.0000312	-0.000039	-0.0000433	-0.000062	-0.0000448	-0.000039	-0.000019	-0.0000148	-0.0000033	-0.000003	-0.0000413	-0.0000479	-0.0000452	-0.0000431	-0.0000437	-0.000929	-0.000398	-0.0000037	-0.0000033	-0.0000198	-0.000488	-0.000735	-0.0103	-0.000053	-0.0000477	-0.0000408	-0.000594	-0.000255	-0.000458	-0.000923	-0.000375	-0.0000508	-0.0000649	-0.0000024	-0.0000806	-0.0000758	-0.0000026	-0.0000028	-0.0000112	0	0	0	0.00116	0.00119
RSAS	-0.00005233	-0.00005598	-0.00006352	-0.00007496	-0.00005963	-0.00006547	-0.00007302	-0.00006401	-0.00005768	-0.00005671	-0.00006401	-0.00006352	-0.00006961	-0.00005549	-0.00005135	-0.00005695	-0.00005574	-0.00005257	-0.0000533	-0.00006669	-0.00006547	-0.00007058	-0.0001297	-0.00002823	-0.00003213	-0.000003748	-0.000002799	-0.0001533	-0.0004649	-0.00005963	-0.00006571	-0.00005525	-0.00008299	-0.0001253	-0.00000275	-0.000003164	-0.00001392	-0.00006839	-0.0002215	-0.0002054	-0.01497	-0.004746	-0.000008689	-0.0001859	-0.00002531	-0.0001039	-0.00006377	-0.001117	-0.00006328	-0.00008275	-0.000003651	-0.00008811	-0.00007934	-0.000002556	-0.000002057	-0.00001093	0	0	0	0.00132	0.00134
NDE	-0.00053	-0.000533	-0.000614	-0.000722	-0.000518	-0.000632	-0.000692	-0.000643	-0.000574	-0.00054	-0.000581	-0.000676	-0.000616	-0.000519	-0.000479	-0.000511	-0.000531	-0.000502	-0.00048	-0.000848	-0.000757	-0.000669	-0.00518	-0.00152	-0.00656	-0.000316	-0.0000231	-0.000838	-0.00192	-0.00051	-0.000519	-0.000475	-0.000525	-0.000821	-0.0000043	-0.0000092	-0.00015	-0.000454	-0.00195	-0.00266	-0.047	-0.077	-0.000624	-0.0121	-0.00155	-0.00207	-0.00345	-0.0298	-0.000566	-0.000676	-0.0000922	-0.000814	-0.001	-0.0000016	-0.0000044	-0.000181	0	0	0	0.0035	0.0036
IDN	-0.0000015	-0.0000389	-0.0000403	-0.0000529	-0.0000173	-0.0000611	-0.0000315	-0.0000075	-0.0000356	-0.0000204	-0.0000205	-0.0000109	-0.0000339	-0.0000096	-0.0000097	-0.0000123	-0.0000135	-0.0000046	-0.0000125	-0.0000142	-0.000013	-0.0000047	-0.0000372	-0.0000598	-0.000214	-0.00025	-0.000248	-0.0000198	-0.0000266	-0.0000118	-0.0000149	-0.0000113	0.0000153	-0.0000114	-0.000264	-0.000288	-0.00109	0.0000008	-0.0000303	-0.000182	-0.0000761	-0.000129	-0.0138	-0.000843	-0.0192	-0.00277	-0.000933	-0.0004	-0.0000174	-0.0000137	-0.000262	-0.0000261	-0.0000507	-0.000262	-0.000197	-0.0000865	0	0	0	0.00202	0.0021
THA	-0.000006925	-0.000007694	-0.000008463	-0.00001081	-0.000007224	-0.000009062	-0.000009746	-0.000009105	-0.000008207	-0.000007438	-0.000008207	-0.000008378	-0.000008976	-0.000007395	-0.000006711	-0.000007096	-0.000007694	-0.000006754	-0.000006839	-0.000008891	-0.00001013	-0.000009917	-0.00001064	-0.000006925	-0.00000778	-0.000002428	-0.00000156	-0.000006326	-0.000008506	-0.000006455	-0.000005899	-0.000006625	-0.000008079	-0.00001569	-0.000001496	-0.00000168	-0.000008292	-0.000007309	-0.00009489	-0.0001492	-0.00004005	-0.00007309	-0.00002898	-0.003552	-0.0002637	-0.0001205	-0.0006925	-0.0009404	-0.000008036	-0.00001107	-0.000002321	-0.00001569	-0.00001782	-0.00000147	-0.000001184	-0.000003817	0	0	0	0.000583	0.000592
MYS	-0.000000658	-7.463E-07	-7.081E-07	-0.000001055	-5.653E-07	-8.744E-07	-8.552E-07	-8.568E-07	-7.551E-07	-6.727E-07	-6.698E-07	-8.008E-07	-7.684E-07	-6.345E-07	-6.065E-07	-5.903E-07	-0.000000686	-6.138E-07	-5.696E-07	-9.038E-07	-0.000001023	-0.000001022	-0.000001409	-0.000001987	-0.000005123	-0.000003047	-0.000002341	-5.888E-07	-9.598E-07	-5.226E-07	-4.961E-07	-5.314E-07	-5.844E-07	-0.000001708	-0.000002355	-0.000002532	-0.00001156	-5.005E-07	-0.000002547	-0.000008671	-0.000003194	-0.000006095	-0.0002031	-0.00009053	-0.001884	-0.000115	-0.00006403	-0.00002709	-0.000000577	-8.759E-07	-0.000003032	-0.000002105	-0.000003562	-0.000002355	-0.000001811	-0.000001855	0	0	0	0.000514	0.000535
PHL	-0.000009396	-0.00001066	-0.00001138	-0.00001527	-0.000009493	-0.00001307	-0.00001332	-0.00001282	-0.00001127	-0.00001015	-0.00001091	-0.0000118	-0.00001174	-0.000009864	-0.000008997	-0.000009561	-0.00001008	-0.000009204	-0.000009011	-0.000013	-0.00001431	-0.00001513	-0.00001334	-0.00001095	-0.00001376	-0.00001052	-0.000008158	-0.000008475	-0.00001198	-0.000008475	-0.0000078	-0.000008736	-0.00002985	-0.00003398	-0.000007539	-0.000008062	-0.00003439	-0.00001692	-0.00005572	-0.0003659	-0.00002834	-0.00001417	-0.0000996	-0.000282	-0.0006232	-0.004925	-0.0005035	-0.0002022	-0.000009603	-0.00001403	-0.00001106	-0.00002463	-0.00003329	-0.000007443	-0.000005984	-0.00001058	0	0	0	0.000278	0.000289
VNM	-0.000001707	-0.000001854	-0.000002097	-0.000002617	-0.000001837	-0.000002236	-0.000002443	-0.000002236	-0.000001976	-0.000001854	-0.000002097	-0.000002045	-0.00000227	-0.00000182	-0.000001674	-0.000001802	-0.000001854	-0.000001698	-0.000001704	-0.000002132	-0.000002409	-0.000002409	-0.000002236	-0.000001376	-0.000001379	-4.939E-07	-3.258E-07	-0.000001529	-0.000001924	-0.000001613	-0.000001468	-0.000001678	-0.00000331	-0.000004211	-3.206E-07	-3.431E-07	-0.000001724	-0.000002114	-0.00003241	-0.00004436	-0.000008475	-0.000006655	-0.000006499	-0.0001958	-0.00005805	-0.00003709	-0.0006828	-0.0001785	-0.000002028	-0.000002738	-0.000000487	-0.000003414	-0.000003882	-3.085E-07	-0.000000253	-0.000000818	0	0	0	0.000457	0.000461
RSEA	-0.000005611	-0.000006307	-0.000006989	-0.000008702	-0.00000575	-0.000007463	-0.000007964	-0.000006516	-0.000006307	-0.000006042	-0.000006557	-0.000005694	-0.000007268	-0.000005235	-0.000005138	-0.000005444	-0.000005625	-0.000005332	-0.000004943	-0.000005569	-0.000007337	-0.000006446	-0.000004748	-0.000002854	-0.000001754	7.49E-08	1.782E-07	-0.000004539	-0.000005109	-0.000004762	-0.00000458	-0.000004859	-0.000004748	-0.000008785	1.587E-07	1.344E-07	-0.000002882	-0.000004274	-0.00004065	-0.00007365	-0.00005193	-0.00002993	-0.00000788	-0.0002938	-0.00003996	-0.00003926	-0.0001629	-0.0008395	-0.000006543	-0.000007922	1.175E-07	-0.00000891	-0.000009927	1.164E-07	8.98E-08	-0.000001462	0	0	0	0.00155	0.00152
CAN	-0.00189	-0.00219	-0.00292	-0.00258	-0.00217	-0.00268	-0.00343	-0.00159	-0.00179	-0.00246	-0.00261	-0.0014	-0.00284	-0.00155	-0.00173	-0.00209	-0.00161	-0.00197	-0.0016	-0.00132	-0.0017	-0.00147	-0.000904	-0.000225	-0.0000857	0.0000032	0.0000017	-0.00128	-0.00112	-0.00158	-0.00122	-0.00171	-0.000866	-0.000896	0.0000008	-0.0000001	-0.0000001	-0.000889	-0.000487	-0.000341	-0.000334	-0.000188	0.0000001	-0.0000502	-0.0000106	-0.0000547	-0.000066	-0.0000614	-0.00961	-0.00636	-0.0000069	-0.000794	-0.000755	0.0000006	0	-0.0000486	0	0	0	0.004	0.00548
USA	-0.0114	-0.0123	-0.0141	-0.016	-0.0113	-0.0138	-0.0158	-0.0127	-0.0117	-0.0127	-0.013	-0.0122	-0.0135	-0.0114	-0.011	-0.012	-0.0115	-0.0115	-0.011	-0.0135	-0.0141	-0.0144	-0.0116	-0.00387	-0.00161	-0.0000301	-0.0000151	-0.00925	-0.0113	-0.0101	-0.00795	-0.0109	-0.00805	-0.00898	-0.0000134	-0.0000175	-0.0000973	-0.00759	-0.00507	-0.00469	-0.00568	-0.00389	-0.0000512	-0.000913	-0.000283	-0.00121	-0.00117	-0.00132	-0.0305	-0.0599	-0.0000436	-0.0207	-0.0129	-0.0000126	-0.0000107	-0.00111	0	0	0	0.0418	0.0463
BRA	0.0000058	0.0000228	0.0000036	-0.0000068	0.0000057	0.000001	0.0000125	-0.0000135	0.000005	0.0000198	0.000021	0.0000121	0.0000315	0.0000019	0.0000031	0.0000134	-0.0000046	0.0000077	0.0000029	0.0000119	-0.0000052	0.0000102	-0.0000141	-0.000083	-0.000577	-0.00185	-0.00246	0	0.0000031	0.0000001	0	0.0000056	0.0000012	0.0000032	-0.00198	-0.00221	-0.000784	0.0000008	0.0000006	0.0000025	-0.0000131	-0.0000565	-0.000365	-0.0000193	-0.0000259	-0.0000037	-0.0000064	-0.0000203	0.0000031	0.0000019	-0.012	0.0000005	-0.0000205	-0.00162	-0.00528	-0.00155	0	0	0	0.000295	0.000309
MEX	-0.00163	-0.00177	-0.00182	-0.00245	-0.00143	-0.00197	-0.00194	-0.00219	-0.00185	-0.00166	-0.00161	-0.00224	-0.00166	-0.00182	-0.0016	-0.00157	-0.00179	-0.00157	-0.00165	-0.00255	-0.00238	-0.00276	-0.0028	-0.0018	-0.000864	-0.000084	-0.0000601	-0.00148	-0.00234	-0.00145	-0.00116	-0.0015	-0.00126	-0.00175	-0.0000534	-0.0000531	-0.000112	-0.00119	-0.00112	-0.00133	-0.00223	-0.00209	-0.0000397	-0.000408	-0.000152	-0.000544	-0.000459	-0.000847	-0.00169	-0.00458	-0.000118	-0.0344	-0.00508	-0.0000449	-0.000037	-0.000995	0	0	0	0.00237	0.00253
RCAM	-0.000223	-0.000263	-0.000236	-0.000392	-0.000162	-0.000323	-0.00024	-0.000272	-0.000247	-0.000216	-0.00017	-0.000284	-0.000179	-0.000211	-0.000213	-0.00019	-0.000231	-0.000209	-0.000189	-0.000334	-0.000361	-0.000345	-0.000478	-0.000457	-0.00024	-0.0000298	-0.0000185	-0.000194	-0.000357	-0.000169	-0.000146	-0.000163	-0.000069	-0.000184	-0.000016	-0.0000153	-0.0000266	-0.000137	-0.000171	-0.00023	-0.00045	-0.00047	-0.000009	-0.0000969	-0.000033	-0.000115	-0.0000984	-0.000202	-0.000184	-0.000633	-0.00004	-0.00279	-0.00488	-0.0000151	-0.0000139	-0.000422	0	0	0	0.000998	0.00105
CHL	-0.0000509	0.0000037	0.0000117	-0.0000637	0.0000006	-0.0000204	0.0000113	-0.0000098	0.0000081	0.0000095	0.0000196	-0.0000026	0.0000335	-0.0000025	-0.0000142	0.0000057	-0.000007	-0.0000238	-0.0000011	0.0000016	-0.0000039	-0.0000077	0.000002	-0.0000257	-0.000324	-0.00119	-0.00176	-0.0000035	-0.000002	-0.0000038	-0.0000029	0.0000007	-0.0000043	0.0000001	-0.00137	-0.00155	-0.000459	-0.0000038	-0.0000021	0.000001	-0.0000043	-0.0000205	-0.000194	-0.0000122	-0.0000126	-0.0000042	-0.0000045	-0.0000101	0.0000083	-0.0000014	-0.00178	-0.0000036	-0.0000147	-0.0118	-0.00255	-0.000637	0	0	0	0.00000706	0.00000953
ARG	2.032E-07	-8.705E-07	-3.175E-07	-2.911E-07	-8.695E-08	-8.822E-07	-2.061E-07	-0.000000171	-5.207E-07	-3.996E-07	-2.735E-07	-2.013E-07	-5.022E-07	-1.446E-07	-8.695E-08	-1.231E-07	-1.358E-07	-9.77E-09	-8.109E-08	-2.599E-07	-2.745E-07	-3.517E-07	-6.409E-07	-0.000002169	-0.0000425	-0.0001553	-0.000339	-7.034E-08	-1.602E-07	-2.833E-08	-4.787E-08	-2.931E-08	1.944E-07	1.319E-07	-0.0003576	-0.0004357	-0.00006536	7.816E-08	-4.006E-08	4.787E-08	-4.982E-07	-0.00000212	-0.00002335	-0.000001397	-6.702E-07	-7.874E-07	-7.845E-07	-0.000001221	-1.485E-07	-7.034E-08	-0.0004816	-2.032E-07	-0.000001397	-0.0005608	-0.002188	-0.0001612	0	0	0	0.0000261	0.0000289
RSAM	0.0000297	0.0000502	-0.0000125	-0.0000158	-0.0000083	0.0000343	-0.0000158	-0.0000133	0.0000231	0.0000241	0.0000025	-0.0000163	0.0000266	-0.0000158	0.0000094	0.0000047	-0.0000049	0.0000189	-0.0000156	-0.000019	-0.0000174	-0.0000088	-0.0000757	-0.000101	-0.000178	-0.000305	-0.000373	-0.0000215	-0.0000539	-0.0000146	-0.0000132	-0.0000124	-0.0000099	-0.0000206	-0.000299	-0.000337	-0.000167	-0.0000068	-0.0000232	-0.0000308	-0.0000894	-0.000126	-0.0000719	-0.0000402	-0.0000185	-0.0000311	-0.0000298	-0.0000648	-0.0000169	-0.0000205	-0.000564	-0.000102	-0.000568	-0.000702	-0.000791	-0.00753	0	0	0	0.000725	0.000759
Ship	-0.00497	-0.00543	-0.0055	-0.0103	-0.00386	-0.00703	-0.00578	-0.00651	-0.01	-0.00493	-0.00519	-0.00476	-0.0049	-0.00435	-0.00416	-0.00434	-0.00568	-0.00426	-0.00399	-0.00536	-0.0158	-0.00714	-0.0068	-0.0048	-0.0041	-0.000905	-0.000876	-0.00298	-0.00389	-0.00331	-0.00272	-0.00371	-0.00386	-0.00543	-0.00111	-0.000884	-0.000608	-0.00309	-0.00248	-0.00602	-0.00343	-0.00365	-0.00139	-0.00206	-0.00316	-0.00292	-0.00284	-0.00212	-0.00378	-0.00423	-0.000752	-0.00294	-0.00316	-0.000573	-0.000471	-0.000949	0	0	0	0	0
Air	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ocean	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A	#N/A
EUR	-0.0277	-0.0239	-0.0142	-0.0431	-0.0136	-0.024	-0.0135	-0.0629	-0.0642	-0.0179	-0.0172	-0.0326	-0.0147	-0.0331	-0.0288	-0.0209	-0.0459	-0.0233	-0.0342	-0.043	-0.0596	-0.0572	-0.0211	-0.0106	-0.00396	-0.000146	-0.0000784	-0.0106	-0.0131	-0.0145	-0.00783	-0.021	-0.00562	-0.00599	-0.0000529	-0.0000592	-0.000106	-0.00562	-0.004	-0.00327	-0.00658	-0.00529	-0.0000986	-0.00123	-0.000233	-0.000866	-0.00112	-0.00177	-0.00288	-0.00221	-0.000154	-0.00115	-0.00301	-0.0000428	-0.0000352	-0.000763	0	0	0	#N/A	#N/A
